Wall time,Step,Value
1714260137.8121643,0,0.00039999998989515007
1714261926.0486343,1,0.0003979798057116568
1714263162.6529112,2,0.0003959595924243331
1714264780.1582553,3,0.00039393940824083984
1714266320.1737008,4,0.0003919191949535161
1714267527.0564244,5,0.0003898989816661924
1714268667.0541584,6,0.00038787879748269916
1714269735.6396,7,0.00038585858419537544
1714270824.2648377,8,0.00038383837090805173
1714271953.5196583,9,0.00038181818672455847
1714273087.2979865,10,0.00037979797343723476
1714274159.5645816,11,0.0003777777892537415
1714275217.7655733,12,0.0003757575759664178
1714276294.9485164,13,0.0003737373626790941
1714277365.630547,14,0.0003717171784956008
1714278453.0024035,15,0.0003696969652082771
1714279666.8865287,16,0.00036767678102478385
1714280761.2481406,17,0.00036565656773746014
1714281846.8124886,18,0.0003636363544501364
1714282900.1011407,19,0.00036161617026664317
1714283946.8671126,20,0.00035959595697931945
1714285016.2336235,21,0.00035757574369199574
1714286205.2358356,22,0.0003555555595085025
1714287342.7641544,23,0.00035353534622117877
1714288415.1098268,24,0.0003515151620376855
1714289442.9651155,25,0.0003494949487503618
1714290651.294849,26,0.0003474747354630381
1714291704.3202555,27,0.00034545455127954483
1714292833.0895526,28,0.0003434343379922211
1714293875.420259,29,0.00034141415380872786
1714294969.6512065,30,0.00033939394052140415
1714295992.9095857,31,0.00033737372723408043
1714297082.5012412,32,0.0003353535430505872
1714298195.9371488,33,0.00033333332976326346
1714299255.9764302,34,0.0003313131455797702
1714300319.0756845,35,0.0003292929322924465
1714301410.635006,36,0.0003272727190051228
1714302498.2074764,37,0.0003252525348216295
1714303578.2415729,38,0.0003232323215343058
1714304839.8647754,39,0.0003212121082469821
1714305892.2437172,40,0.00031919192406348884
1714307005.9900804,41,0.00031717171077616513
1714308148.0914743,42,0.00031515152659267187
1714309214.9018617,43,0.00031313131330534816
1714310309.4376214,44,0.00031111110001802444
1714311370.3460026,45,0.0003090909158345312
1714312485.778089,46,0.0003070707025472075
1714313565.8204825,47,0.0003050505183637142
1714314702.1845405,48,0.0003030303050763905
1714315878.9527743,49,0.0003010100917890668
1714316968.628217,50,0.00029898990760557353
1714318116.9157062,51,0.0002969696943182498
1714319350.5035732,52,0.0002949494810309261
1714320485.260082,53,0.00029292929684743285
1714321776.4970748,54,0.00029090908356010914
1714322986.7789295,55,0.0002888888993766159
1714324021.9042206,56,0.00028686868608929217
1714325092.3581517,57,0.00028484847280196846
1714326175.5833097,58,0.0002828282886184752
1714327225.9823275,59,0.0002808080753311515
1714328250.6367676,60,0.00027878789114765823
1714329273.79726,61,0.0002767676778603345
1714330369.1980162,62,0.0002747474645730108
1714331483.1061249,63,0.00027272728038951755
1714332651.735563,64,0.00027070706710219383
1714333785.0625694,65,0.0002686868829187006
1714334844.4346719,66,0.00026666666963137686
1714335959.6799061,67,0.00026464645634405315
1714337310.0830822,68,0.0002626262721605599
1714338650.5397992,69,0.0002606060588732362
1714339823.6227765,70,0.00025858584558591247
1714340919.6201227,71,0.0002565656614024192
1714342009.8737977,72,0.0002545454481150955
1714343462.147664,73,0.00025252526393160224
1714344673.813486,74,0.0002505050506442785
1714345712.6620128,75,0.0002484848373569548
1714346758.7852476,76,0.00024646465317346156
1714347811.0488977,77,0.00024444443988613784
1714349013.9203773,78,0.00024242424115072936
1714350007.8977554,79,0.00024040404241532087
1714351098.2163205,80,0.0002383838436799124
1714352126.992849,81,0.00023636363039258868
1714353096.662004,82,0.0002343434316571802
1714354052.2888532,83,0.0002323232329217717
1714355011.142081,84,0.00023030303418636322
1714355961.8354795,85,0.00022828283545095474
1714356918.0688057,86,0.00022626262216363102
1714357872.417246,87,0.00022424242342822254
1714358826.981361,88,0.00022222222469281405
1714359781.1150012,89,0.00022020202595740557
1714360735.407305,90,0.00021818181267008185
1714361691.3629942,91,0.00021616161393467337
1714362646.193729,92,0.00021414141519926488
1714363600.717417,93,0.0002121212164638564
1714364557.3528254,94,0.00021010100317653269
1714365510.7404149,95,0.0002080808044411242
1714366468.5454853,96,0.00020606060570571572
1714367423.3551517,97,0.00020404040697030723
1714368378.6739812,98,0.00020202020823489875
1714369331.5045545,99,0.00019999999494757503
